Entity,Code,Day,new_vaccinations_smoothed
England,,2021-02-14,337467
England,,2021-02-15,332885
England,,2021-02-16,333166
England,,2021-02-17,345184
England,,2021-02-18,346533
England,,2021-02-19,330396
England,,2021-02-20,312804
England,,2021-02-21,302554
England,,2021-02-22,293813
England,,2021-02-23,290768
England,,2021-02-24,288492
England,,2021-02-25,295272
England,,2021-02-26,315458
England,,2021-02-27,326659
England,,2021-02-28,334461
England,,2021-03-01,336288
England,,2021-03-02,324072
England,,2021-03-03,304623
England,,2021-03-04,292788
England,,2021-03-05,286204
England,,2021-03-06,288826
England,,2021-03-07,285726
England,,2021-03-08,290629
England,,2021-03-09,293388
England,,2021-03-10,293770
England,,2021-03-11,281719
England,,2021-03-12,275621
England,,2021-03-13,288616
England,,2021-03-14,301209
England,,2021-03-15,323384
England,,2021-03-16,352737
England,,2021-03-17,382165
England,,2021-03-18,421451
England,,2021-03-19,458021
England,,2021-03-20,495249
England,,2021-03-21,507875
England,,2021-03-22,505624
England,,2021-03-23,501259
England,,2021-03-24,501290
England,,2021-03-25,487031
England,,2021-03-26,481138
England,,2021-03-27,454260
Equatorial Guinea,GNQ,2021-03-17,508
Equatorial Guinea,GNQ,2021-03-18,508
Equatorial Guinea,GNQ,2021-03-19,508
Equatorial Guinea,GNQ,2021-03-20,508
Equatorial Guinea,GNQ,2021-03-21,508
Equatorial Guinea,GNQ,2021-03-22,508
Equatorial Guinea,GNQ,2021-03-23,508
Equatorial Guinea,GNQ,2021-03-24,508
Equatorial Guinea,GNQ,2021-03-25,508
Equatorial Guinea,GNQ,2021-03-26,508
Equatorial Guinea,GNQ,2021-03-27,508
Estonia,EST,2020-12-29,309
Estonia,EST,2020-12-30,338
Estonia,EST,2020-12-31,567
Estonia,EST,2021-01-01,570
Estonia,EST,2021-01-02,459
Estonia,EST,2021-01-03,385
Estonia,EST,2021-01-04,333
Estonia,EST,2021-01-05,382
Estonia,EST,2021-01-06,589
Estonia,EST,2021-01-07,675
Estonia,EST,2021-01-08,784
Estonia,EST,2021-01-09,1099
Estonia,EST,2021-01-10,1176
Estonia,EST,2021-01-11,1205
Estonia,EST,2021-01-12,1244
Estonia,EST,2021-01-13,1210
Estonia,EST,2021-01-14,1178
Estonia,EST,2021-01-15,1243
Estonia,EST,2021-01-16,1109
Estonia,EST,2021-01-17,1061
Estonia,EST,2021-01-18,1043
Estonia,EST,2021-01-19,1060
Estonia,EST,2021-01-20,1000
Estonia,EST,2021-01-21,1015
Estonia,EST,2021-01-22,1074
Estonia,EST,2021-01-23,1106
Estonia,EST,2021-01-24,1112
Estonia,EST,2021-01-25,1122
Estonia,EST,2021-01-26,1124
Estonia,EST,2021-01-27,1302
Estonia,EST,2021-01-28,1378
Estonia,EST,2021-01-29,1403
Estonia,EST,2021-01-30,1647
Estonia,EST,2021-01-31,1727
Estonia,EST,2021-02-01,1781
Estonia,EST,2021-02-02,1862
Estonia,EST,2021-02-03,1915
Estonia,EST,2021-02-04,2081
Estonia,EST,2021-02-05,2254
Estonia,EST,2021-02-06,2234
Estonia,EST,2021-02-07,2196
Estonia,EST,2021-02-08,2127
Estonia,EST,2021-02-09,2236
Estonia,EST,2021-02-10,2180
Estonia,EST,2021-02-11,2223
Estonia,EST,2021-02-12,2286
Estonia,EST,2021-02-13,2183
Estonia,EST,2021-02-14,2145
Estonia,EST,2021-02-15,2145
Estonia,EST,2021-02-16,1920
Estonia,EST,2021-02-17,1923
Estonia,EST,2021-02-18,2045
Estonia,EST,2021-02-19,2367
Estonia,EST,2021-02-20,2714
Estonia,EST,2021-02-21,2789
Estonia,EST,2021-02-22,2899
Estonia,EST,2021-02-23,3210
Estonia,EST,2021-02-24,3542
Estonia,EST,2021-02-25,2986
Estonia,EST,2021-02-26,3091
Estonia,EST,2021-02-27,3413
Estonia,EST,2021-02-28,3424
Estonia,EST,2021-03-01,3431
Estonia,EST,2021-03-02,3499
Estonia,EST,2021-03-03,3578
Estonia,EST,2021-03-04,4267
Estonia,EST,2021-03-05,4356
Estonia,EST,2021-03-06,4130
Estonia,EST,2021-03-07,4781
Estonia,EST,2021-03-08,4990
Estonia,EST,2021-03-09,4829
Estonia,EST,2021-03-10,4802
Estonia,EST,2021-03-11,4978
Estonia,EST,2021-03-12,5220
Estonia,EST,2021-03-13,5779
Estonia,EST,2021-03-14,5788
Estonia,EST,2021-03-15,6210
Estonia,EST,2021-03-16,6395
Estonia,EST,2021-03-17,6317
Estonia,EST,2021-03-18,6163
Estonia,EST,2021-03-19,5888
Estonia,EST,2021-03-20,5783
Estonia,EST,2021-03-21,5322
Estonia,EST,2021-03-22,4758
Estonia,EST,2021-03-23,4593
Estonia,EST,2021-03-24,4361
Estonia,EST,2021-03-25,4396
Estonia,EST,2021-03-26,4525
Estonia,EST,2021-03-27,4485
Estonia,EST,2021-03-28,4502
Europe,,2020-12-14,14250
Europe,,2020-12-15,14250
Europe,,2020-12-16,48755
Europe,,2020-12-17,66007
Europe,,2020-12-18,76359
Europe,,2020-12-19,83259
Europe,,2020-12-20,88189
Europe,,2020-12-21,87832
Europe,,2020-12-22,87474
Europe,,2020-12-23,81667
Europe,,2020-12-24,75860
Europe,,2020-12-25,70053
Europe,,2020-12-26,64245
Europe,,2020-12-27,58438
Europe,,2020-12-28,62282
Europe,,2020-12-29,73463
Europe,,2020-12-30,83637
Europe,,2020-12-31,87978
Europe,,2021-01-01,82037
Europe,,2021-01-02,193065
Europe,,2021-01-03,251962
Europe,,2021-01-04,285858
Europe,,2021-01-05,318251
Europe,,2021-01-06,335254
Europe,,2021-01-07,377218
Europe,,2021-01-08,425707
Europe,,2021-01-09,331559
Europe,,2021-01-10,474849
Europe,,2021-01-11,520508
Europe,,2021-01-12,573318
Europe,,2021-01-13,690891
Europe,,2021-01-14,756153
Europe,,2021-01-15,826633
Europe,,2021-01-16,873108
Europe,,2021-01-17,731864
Europe,,2021-01-18,746881
Europe,,2021-01-19,776475
Europe,,2021-01-20,764596
Europe,,2021-01-21,795773
Europe,,2021-01-22,821647
Europe,,2021-01-23,863995
Europe,,2021-01-24,922144
Europe,,2021-01-25,940789
Europe,,2021-01-26,956526
Europe,,2021-01-27,961619
Europe,,2021-01-28,972035
Europe,,2021-01-29,982948
Europe,,2021-01-30,1005191
Europe,,2021-01-31,1021774
Europe,,2021-02-01,1029581
Europe,,2021-02-02,1048384
Europe,,2021-02-03,1090080
Europe,,2021-02-04,1123600
Europe,,2021-02-05,1134035
Europe,,2021-02-06,1123901
Europe,,2021-02-07,1111219
Europe,,2021-02-08,1102908
Europe,,2021-02-09,1103878
Europe,,2021-02-10,1512264
Europe,,2021-02-11,1534217
Europe,,2021-02-12,1578674
Europe,,2021-02-13,1581932
Europe,,2021-02-14,1605324
Europe,,2021-02-15,1611862
Europe,,2021-02-16,1605206
Europe,,2021-02-17,1213489
Europe,,2021-02-18,1221358
Europe,,2021-02-19,1186043
Europe,,2021-02-20,1176201
Europe,,2021-02-21,1163279
Europe,,2021-02-22,1169568
Europe,,2021-02-23,1220944
Europe,,2021-02-24,1262798
Europe,,2021-02-25,1264832
Europe,,2021-02-26,1335381
Europe,,2021-02-27,1374358
Europe,,2021-02-28,1415766
Europe,,2021-03-01,1634876
Europe,,2021-03-02,1618152
Europe,,2021-03-03,1657621
Europe,,2021-03-04,1804700
Europe,,2021-03-05,1848405
Europe,,2021-03-06,1944901
Europe,,2021-03-07,1981277
Europe,,2021-03-08,1829657
Europe,,2021-03-09,1870530
Europe,,2021-03-10,1887351
Europe,,2021-03-11,1858748
Europe,,2021-03-12,1882668
Europe,,2021-03-13,1887070
Europe,,2021-03-14,1870208
Europe,,2021-03-15,1906972
Europe,,2021-03-16,1878324
Europe,,2021-03-17,1891295
Europe,,2021-03-18,1818979
Europe,,2021-03-19,1815253
Europe,,2021-03-20,1897153
Europe,,2021-03-21,1870460
Europe,,2021-03-22,2216300
Europe,,2021-03-23,2310492
Europe,,2021-03-24,2341837
Europe,,2021-03-25,2401151
Europe,,2021-03-26,2501319
Europe,,2021-03-27,2397733
Europe,,2021-03-28,2306754
European Union,,2020-12-28,38057
European Union,,2020-12-29,63503
European Union,,2020-12-30,90010
European Union,,2020-12-31,94365
European Union,,2021-01-01,82597
European Union,,2021-01-02,86549
European Union,,2021-01-03,87332
European Union,,2021-01-04,121313
European Union,,2021-01-05,153375
European Union,,2021-01-06,169841
European Union,,2021-01-07,210879
European Union,,2021-01-08,258138
European Union,,2021-01-09,270828
European Union,,2021-01-10,287914
European Union,,2021-01-11,309542
European Union,,2021-01-12,330051
European Union,,2021-01-13,377445
European Union,,2021-01-14,395293
European Union,,2021-01-15,415959
European Union,,2021-01-16,419288
European Union,,2021-01-17,434008
European Union,,2021-01-18,443000
European Union,,2021-01-19,455050
European Union,,2021-01-20,456655
European Union,,2021-01-21,469605
European Union,,2021-01-22,471847
European Union,,2021-01-23,480318
European Union,,2021-01-24,495683
European Union,,2021-01-25,495560
European Union,,2021-01-26,505214
European Union,,2021-01-27,507621
European Union,,2021-01-28,516411
European Union,,2021-01-29,524414
European Union,,2021-01-30,536115
European Union,,2021-01-31,571355
European Union,,2021-02-01,576248
European Union,,2021-02-02,585880
European Union,,2021-02-03,607486
European Union,,2021-02-04,630872
European Union,,2021-02-05,642249
European Union,,2021-02-06,640090
European Union,,2021-02-07,632907
European Union,,2021-02-08,623931
European Union,,2021-02-09,627450
European Union,,2021-02-10,611623
European Union,,2021-02-11,633193
European Union,,2021-02-12,643942
European Union,,2021-02-13,653115
European Union,,2021-02-14,660692
European Union,,2021-02-15,677649
European Union,,2021-02-16,676538
European Union,,2021-02-17,707615
European Union,,2021-02-18,716801
European Union,,2021-02-19,731222
European Union,,2021-02-20,744864
European Union,,2021-02-21,767728
European Union,,2021-02-22,783105
European Union,,2021-02-23,792603
European Union,,2021-02-24,829235
European Union,,2021-02-25,821216
European Union,,2021-02-26,868195
European Union,,2021-02-27,888936
European Union,,2021-02-28,920681
European Union,,2021-03-01,940612
European Union,,2021-03-02,972520
European Union,,2021-03-03,997411
European Union,,2021-03-04,1077335
European Union,,2021-03-05,1081419
European Union,,2021-03-06,1136536
European Union,,2021-03-07,1164784
European Union,,2021-03-08,1196456
European Union,,2021-03-09,1231293
European Union,,2021-03-10,1227320
European Union,,2021-03-11,1257196
European Union,,2021-03-12,1295994
European Union,,2021-03-13,1292213
European Union,,2021-03-14,1257092
European Union,,2021-03-15,1270451
European Union,,2021-03-16,1216158
European Union,,2021-03-17,1230131
European Union,,2021-03-18,1135678
European Union,,2021-03-19,1081876
European Union,,2021-03-20,1142320
European Union,,2021-03-21,1105006
European Union,,2021-03-22,1135521
European Union,,2021-03-23,1227418
European Union,,2021-03-24,1276272
European Union,,2021-03-25,1361254
European Union,,2021-03-26,1513781
European Union,,2021-03-27,1454528
European Union,,2021-03-28,1428691
Faeroe Islands,FRO,2021-01-30,83
Faeroe Islands,FRO,2021-01-31,83
Faeroe Islands,FRO,2021-02-01,83
Faeroe Islands,FRO,2021-02-02,83
Faeroe Islands,FRO,2021-02-03,83
Faeroe Islands,FRO,2021-02-04,83
Faeroe Islands,FRO,2021-02-05,83
Faeroe Islands,FRO,2021-02-06,83
Faeroe Islands,FRO,2021-02-07,80
Faeroe Islands,FRO,2021-02-08,77
Faeroe Islands,FRO,2021-02-09,106
Faeroe Islands,FRO,2021-02-10,135
Faeroe Islands,FRO,2021-02-11,128
Faeroe Islands,FRO,2021-02-12,120
Faeroe Islands,FRO,2021-02-13,112
Faeroe Islands,FRO,2021-02-14,108
Faeroe Islands,FRO,2021-02-15,103
Faeroe Islands,FRO,2021-02-16,66
Faeroe Islands,FRO,2021-02-17,30
Faeroe Islands,FRO,2021-02-18,30
Faeroe Islands,FRO,2021-02-19,30
Faeroe Islands,FRO,2021-02-20,30
Faeroe Islands,FRO,2021-02-21,30
Faeroe Islands,FRO,2021-02-22,67
Faeroe Islands,FRO,2021-02-23,104
Faeroe Islands,FRO,2021-02-24,164
Faeroe Islands,FRO,2021-02-25,167
Faeroe Islands,FRO,2021-02-26,169
Faeroe Islands,FRO,2021-02-27,172
Faeroe Islands,FRO,2021-02-28,174
Faeroe Islands,FRO,2021-03-01,140
Faeroe Islands,FRO,2021-03-02,105
Faeroe Islands,FRO,2021-03-03,47
Faeroe Islands,FRO,2021-03-04,91
Faeroe Islands,FRO,2021-03-05,108
Faeroe Islands,FRO,2021-03-06,153
Faeroe Islands,FRO,2021-03-07,157
Faeroe Islands,FRO,2021-03-08,160
Faeroe Islands,FRO,2021-03-09,181
Faeroe Islands,FRO,2021-03-10,201
Faeroe Islands,FRO,2021-03-11,178
Faeroe Islands,FRO,2021-03-12,181
Faeroe Islands,FRO,2021-03-13,134
Faeroe Islands,FRO,2021-03-14,129
Faeroe Islands,FRO,2021-03-15,124
Faeroe Islands,FRO,2021-03-16,101
Faeroe Islands,FRO,2021-03-17,103
Faeroe Islands,FRO,2021-03-18,100
Faeroe Islands,FRO,2021-03-19,76
Faeroe Islands,FRO,2021-03-20,74
Faeroe Islands,FRO,2021-03-21,72
Faeroe Islands,FRO,2021-03-22,71
Faeroe Islands,FRO,2021-03-23,74
Faeroe Islands,FRO,2021-03-24,53
Faeroe Islands,FRO,2021-03-25,37
Faeroe Islands,FRO,2021-03-26,42
Faeroe Islands,FRO,2021-03-27,82
Falkland Islands,FLK,2021-02-08,189
Falkland Islands,FLK,2021-02-09,189
Falkland Islands,FLK,2021-02-10,189
Falkland Islands,FLK,2021-02-11,189
Falkland Islands,FLK,2021-02-12,189
Falkland Islands,FLK,2021-02-13,189
Falkland Islands,FLK,2021-02-14,189
Falkland Islands,FLK,2021-02-15,189
Falkland Islands,FLK,2021-02-16,167
Falkland Islands,FLK,2021-02-17,144
Falkland Islands,FLK,2021-02-18,122
Falkland Islands,FLK,2021-02-19,99
Falkland Islands,FLK,2021-02-20,76
Falkland Islands,FLK,2021-02-21,54
Falkland Islands,FLK,2021-02-22,31
Finland,FIN,2021-01-01,459
Finland,FIN,2021-01-02,459
Finland,FIN,2021-01-03,459
Finland,FIN,2021-01-04,459
Finland,FIN,2021-01-05,736
Finland,FIN,2021-01-06,839
Finland,FIN,2021-01-07,913
Finland,FIN,2021-01-08,1273
Finland,FIN,2021-01-09,1353
Finland,FIN,2021-01-10,1433
Finland,FIN,2021-01-11,1513
Finland,FIN,2021-01-12,1739
Finland,FIN,2021-01-13,2332
Finland,FIN,2021-01-14,3554
Finland,FIN,2021-01-15,4573
Finland,FIN,2021-01-16,4971
Finland,FIN,2021-01-17,5369
Finland,FIN,2021-01-18,5767
Finland,FIN,2021-01-19,5458
Finland,FIN,2021-01-20,5562
Finland,FIN,2021-01-21,6467
Finland,FIN,2021-01-22,6874
Finland,FIN,2021-01-23,7253
Finland,FIN,2021-01-24,7633
Finland,FIN,2021-01-25,8012
Finland,FIN,2021-01-26,8740
Finland,FIN,2021-01-27,9264
Finland,FIN,2021-01-28,8575
Finland,FIN,2021-01-29,8647
Finland,FIN,2021-01-30,9222
Finland,FIN,2021-01-31,8404
Finland,FIN,2021-02-01,7587
Finland,FIN,2021-02-02,6709
Finland,FIN,2021-02-03,6637
Finland,FIN,2021-02-04,7942
Finland,FIN,2021-02-05,7930
Finland,FIN,2021-02-06,7938
Finland,FIN,2021-02-07,8157
Finland,FIN,2021-02-08,8125
Finland,FIN,2021-02-09,9065
Finland,FIN,2021-02-10,8629
Finland,FIN,2021-02-11,7660
Finland,FIN,2021-02-12,7720
Finland,FIN,2021-02-13,7896
Finland,FIN,2021-02-14,8050
Finland,FIN,2021-02-15,8079
Finland,FIN,2021-02-16,8071
Finland,FIN,2021-02-17,9202
Finland,FIN,2021-02-18,9509
Finland,FIN,2021-02-19,10327
Finland,FIN,2021-02-20,10861
Finland,FIN,2021-02-21,12496
Finland,FIN,2021-02-22,13036
Finland,FIN,2021-02-23,12716
Finland,FIN,2021-02-24,11322
Finland,FIN,2021-02-25,11823
Finland,FIN,2021-02-26,13311
Finland,FIN,2021-02-27,13362
Finland,FIN,2021-02-28,12580
Finland,FIN,2021-03-01,14014
Finland,FIN,2021-03-02,14877
Finland,FIN,2021-03-03,15740
Finland,FIN,2021-03-04,16047
Finland,FIN,2021-03-05,15157
Finland,FIN,2021-03-06,17541
Finland,FIN,2021-03-07,16275
Finland,FIN,2021-03-08,14264
Finland,FIN,2021-03-09,14096
Finland,FIN,2021-03-10,16122
Finland,FIN,2021-03-11,16550
Finland,FIN,2021-03-12,16912
Finland,FIN,2021-03-13,15525
Finland,FIN,2021-03-14,16718
Finland,FIN,2021-03-15,16771
Finland,FIN,2021-03-16,17380
Finland,FIN,2021-03-17,17525
Finland,FIN,2021-03-18,19106
Finland,FIN,2021-03-19,19607
Finland,FIN,2021-03-20,19702
Finland,FIN,2021-03-21,19530
Finland,FIN,2021-03-22,19650
Finland,FIN,2021-03-23,19000
Finland,FIN,2021-03-24,17764
Finland,FIN,2021-03-25,16109
Finland,FIN,2021-03-26,15667
Finland,FIN,2021-03-27,15583
France,FRA,2020-12-28,39
France,FRA,2020-12-29,62
France,FRA,2020-12-30,75
France,FRA,2020-12-31,76
France,FRA,2021-01-01,62
France,FRA,2021-01-02,59
France,FRA,2021-01-03,61
France,FRA,2021-01-04,250
France,FRA,2021-01-05,944
France,FRA,2021-01-06,2404
France,FRA,2021-01-07,6138
France,FRA,2021-01-08,10814
France,FRA,2021-01-09,12278
France,FRA,2021-01-10,13027
France,FRA,2021-01-11,17659
France,FRA,2021-01-12,24625
France,FRA,2021-01-13,31246
France,FRA,2021-01-14,37561
France,FRA,2021-01-15,41261
France,FRA,2021-01-16,42287
France,FRA,2021-01-17,42897
France,FRA,2021-01-18,48952
France,FRA,2021-01-19,58088
France,FRA,2021-01-20,67598
France,FRA,2021-01-21,77739
France,FRA,2021-01-22,84981
France,FRA,2021-01-23,87546
France,FRA,2021-01-24,87437
France,FRA,2021-01-25,86710
France,FRA,2021-01-26,83647
France,FRA,2021-01-27,80820
France,FRA,2021-01-28,78072
France,FRA,2021-01-29,76418
France,FRA,2021-01-30,75747
France,FRA,2021-01-31,75666
France,FRA,2021-02-01,76290
France,FRA,2021-02-02,78017
France,FRA,2021-02-03,78753
France,FRA,2021-02-04,80749
France,FRA,2021-02-05,83199
France,FRA,2021-02-06,83466
France,FRA,2021-02-07,83798
France,FRA,2021-02-08,86822
France,FRA,2021-02-09,91354
France,FRA,2021-02-10,96708
France,FRA,2021-02-11,103543
France,FRA,2021-02-12,108969
France,FRA,2021-02-13,110545
France,FRA,2021-02-14,110893
France,FRA,2021-02-15,114021
France,FRA,2021-02-16,116868
France,FRA,2021-02-17,118038
France,FRA,2021-02-18,118156
France,FRA,2021-02-19,118329
France,FRA,2021-02-20,119023
France,FRA,2021-02-21,118577
France,FRA,2021-02-22,117629
France,FRA,2021-02-23,114258
France,FRA,2021-02-24,111798
France,FRA,2021-02-25,112080
France,FRA,2021-02-26,115768
France,FRA,2021-02-27,119107
France,FRA,2021-02-28,119193
France,FRA,2021-03-01,119645
France,FRA,2021-03-02,123529
France,FRA,2021-03-03,129283
France,FRA,2021-03-04,133360
France,FRA,2021-03-05,143732
France,FRA,2021-03-06,163229
France,FRA,2021-03-07,178131
France,FRA,2021-03-08,185244
France,FRA,2021-03-09,193966
France,FRA,2021-03-10,201468
France,FRA,2021-03-11,212876
France,FRA,2021-03-12,224875
France,FRA,2021-03-13,228554
France,FRA,2021-03-14,221688
France,FRA,2021-03-15,225647
France,FRA,2021-03-16,220391
France,FRA,2021-03-17,214391
France,FRA,2021-03-18,202972
France,FRA,2021-03-19,185649
France,FRA,2021-03-20,182957
France,FRA,2021-03-21,181354
France,FRA,2021-03-22,183223
France,FRA,2021-03-23,197568
France,FRA,2021-03-24,213249
France,FRA,2021-03-25,235663
France,FRA,2021-03-26,261074
France,FRA,2021-03-27,260099
Gambia,GMB,2021-03-10,281
Gambia,GMB,2021-03-11,281
Gambia,GMB,2021-03-12,281
Gambia,GMB,2021-03-13,281
Gambia,GMB,2021-03-14,281
Gambia,GMB,2021-03-15,281
Gambia,GMB,2021-03-16,281
Gambia,GMB,2021-03-17,281
Gambia,GMB,2021-03-18,281
Gambia,GMB,2021-03-19,281
Gambia,GMB,2021-03-20,281
Gambia,GMB,2021-03-21,281
Gambia,GMB,2021-03-22,281
Gambia,GMB,2021-03-23,281
Gambia,GMB,2021-03-24,281
Gambia,GMB,2021-03-25,281
Gambia,GMB,2021-03-26,281
Gambia,GMB,2021-03-27,281
Gambia,GMB,2021-03-28,281
Germany,DEU,2020-12-28,18750
Germany,DEU,2020-12-29,33464
Germany,DEU,2020-12-30,43049
Germany,DEU,2020-12-31,44285
Germany,DEU,2021-01-01,39308
Germany,DEU,2021-01-02,41488
Germany,DEU,2021-01-03,39001
Germany,DEU,2021-01-04,43212
Germany,DEU,2021-01-05,43999
Germany,DEU,2021-01-06,44108
Germany,DEU,2021-01-07,45229
Germany,DEU,2021-01-08,51485
Germany,DEU,2021-01-09,52700
Germany,DEU,2021-01-10,54203
Germany,DEU,2021-01-11,56738
Germany,DEU,2021-01-12,60807
Germany,DEU,2021-01-13,67546
Germany,DEU,2021-01-14,71346
Germany,DEU,2021-01-15,75203
Germany,DEU,2021-01-16,74701
Germany,DEU,2021-01-17,76452
Germany,DEU,2021-01-18,78511
Germany,DEU,2021-01-19,82635
Germany,DEU,2021-01-20,85411
Germany,DEU,2021-01-21,88336
Germany,DEU,2021-01-22,89968
Germany,DEU,2021-01-23,93945
Germany,DEU,2021-01-24,94274
Germany,DEU,2021-01-25,96530
Germany,DEU,2021-01-26,94868
Germany,DEU,2021-01-27,92216
Germany,DEU,2021-01-28,90499
Germany,DEU,2021-01-29,91361
Germany,DEU,2021-01-30,91364
Germany,DEU,2021-01-31,92382
Germany,DEU,2021-02-01,95712
Germany,DEU,2021-02-02,99793
Germany,DEU,2021-02-03,106307
Germany,DEU,2021-02-04,111824
Germany,DEU,2021-02-05,116387
Germany,DEU,2021-02-06,117947
Germany,DEU,2021-02-07,117479
Germany,DEU,2021-02-08,115934
Germany,DEU,2021-02-09,116298
Germany,DEU,2021-02-10,115180
Germany,DEU,2021-02-11,116793
Germany,DEU,2021-02-12,118953
Germany,DEU,2021-02-13,120580
Germany,DEU,2021-02-14,122249
Germany,DEU,2021-02-15,124612
Germany,DEU,2021-02-16,125102
Germany,DEU,2021-02-17,125153
Germany,DEU,2021-02-18,125478
Germany,DEU,2021-02-19,125008
Germany,DEU,2021-02-20,125904
Germany,DEU,2021-02-21,128875
Germany,DEU,2021-02-22,133704
Germany,DEU,2021-02-23,138018
Germany,DEU,2021-02-24,141482
Germany,DEU,2021-02-25,147479
Germany,DEU,2021-02-26,154925
Germany,DEU,2021-02-27,160029
Germany,DEU,2021-02-28,163199
Germany,DEU,2021-03-01,167889
Germany,DEU,2021-03-02,175287
Germany,DEU,2021-03-03,184559
Germany,DEU,2021-03-04,192167
Germany,DEU,2021-03-05,200264
Germany,DEU,2021-03-06,207588
Germany,DEU,2021-03-07,213905
Germany,DEU,2021-03-08,220029
Germany,DEU,2021-03-09,224490
Germany,DEU,2021-03-10,230779
Germany,DEU,2021-03-11,237738
Germany,DEU,2021-03-12,245411
Germany,DEU,2021-03-13,251536
Germany,DEU,2021-03-14,254030
Germany,DEU,2021-03-15,255470
Germany,DEU,2021-03-16,245772
Germany,DEU,2021-03-17,235717
Germany,DEU,2021-03-18,222047
Germany,DEU,2021-03-19,211154
Germany,DEU,2021-03-20,207097
Germany,DEU,2021-03-21,206914
Germany,DEU,2021-03-22,210523
Germany,DEU,2021-03-23,225481
Germany,DEU,2021-03-24,238217
Germany,DEU,2021-03-25,254306
Germany,DEU,2021-03-26,264498
Germany,DEU,2021-03-27,272656
Germany,DEU,2021-03-28,272602
Ghana,GHA,2021-03-02,28893
Ghana,GHA,2021-03-03,28893
Ghana,GHA,2021-03-04,28893
Ghana,GHA,2021-03-05,28893
Ghana,GHA,2021-03-06,28893
Ghana,GHA,2021-03-07,28893
Ghana,GHA,2021-03-08,28893
Ghana,GHA,2021-03-09,31748
Ghana,GHA,2021-03-10,34602
Ghana,GHA,2021-03-11,32617
Ghana,GHA,2021-03-12,30632
Ghana,GHA,2021-03-13,28648
Ghana,GHA,2021-03-14,26663
Ghana,GHA,2021-03-15,24678
Ghana,GHA,2021-03-16,19839
Ghana,GHA,2021-03-17,15000
Ghana,GHA,2021-03-18,15000
Gibraltar,GIB,2021-01-11,1025
Gibraltar,GIB,2021-01-12,1040
Gibraltar,GIB,2021-01-13,986
Gibraltar,GIB,2021-01-14,959
Gibraltar,GIB,2021-01-15,943
Gibraltar,GIB,2021-01-16,904
Gibraltar,GIB,2021-01-17,775
Gibraltar,GIB,2021-01-18,713
Gibraltar,GIB,2021-01-19,645
Gibraltar,GIB,2021-01-20,520
Gibraltar,GIB,2021-01-21,527
Gibraltar,GIB,2021-01-22,535
Gibraltar,GIB,2021-01-23,566
Gibraltar,GIB,2021-01-24,642
Gibraltar,GIB,2021-01-25,586
Gibraltar,GIB,2021-01-26,579
Gibraltar,GIB,2021-01-27,656
Gibraltar,GIB,2021-01-28,626
Gibraltar,GIB,2021-01-29,570
Gibraltar,GIB,2021-01-30,437
Gibraltar,GIB,2021-01-31,421
Gibraltar,GIB,2021-02-01,537
Gibraltar,GIB,2021-02-02,617
Gibraltar,GIB,2021-02-03,653
Gibraltar,GIB,2021-02-04,694
Gibraltar,GIB,2021-02-05,773
Gibraltar,GIB,2021-02-06,887
Gibraltar,GIB,2021-02-07,827
Gibraltar,GIB,2021-02-08,821
Gibraltar,GIB,2021-02-09,804
Gibraltar,GIB,2021-02-10,832
Gibraltar,GIB,2021-02-11,845
Gibraltar,GIB,2021-02-12,846
Gibraltar,GIB,2021-02-13,888
Gibraltar,GIB,2021-02-14,981
Gibraltar,GIB,2021-02-15,905
Gibraltar,GIB,2021-02-16,859
Gibraltar,GIB,2021-02-17,813
Gibraltar,GIB,2021-02-18,811
Gibraltar,GIB,2021-02-19,734
Gibraltar,GIB,2021-02-20,578
Gibraltar,GIB,2021-02-21,642
Gibraltar,GIB,2021-02-22,750
Gibraltar,GIB,2021-02-23,810
Gibraltar,GIB,2021-02-24,812
Gibraltar,GIB,2021-02-25,832
Gibraltar,GIB,2021-02-26,937
Gibraltar,GIB,2021-02-27,1068
Gibraltar,GIB,2021-02-28,911
Gibraltar,GIB,2021-03-01,829
Gibraltar,GIB,2021-03-02,764
Gibraltar,GIB,2021-03-03,850
Gibraltar,GIB,2021-03-04,865
Gibraltar,GIB,2021-03-05,775
Gibraltar,GIB,2021-03-06,820
Gibraltar,GIB,2021-03-07,986
Gibraltar,GIB,2021-03-08,897
Gibraltar,GIB,2021-03-09,883
Gibraltar,GIB,2021-03-10,796
Gibraltar,GIB,2021-03-11,606
Gibraltar,GIB,2021-03-12,596
Gibraltar,GIB,2021-03-13,513
Gibraltar,GIB,2021-03-14,346
Gibraltar,GIB,2021-03-15,500
Gibraltar,GIB,2021-03-16,579
Gibraltar,GIB,2021-03-17,633
Gibraltar,GIB,2021-03-18,727
Gibraltar,GIB,2021-03-19,811
Gibraltar,GIB,2021-03-20,885
Gibraltar,GIB,2021-03-21,1005
Gibraltar,GIB,2021-03-22,852
Gibraltar,GIB,2021-03-23,795
Gibraltar,GIB,2021-03-24,751
Gibraltar,GIB,2021-03-25,842
Gibraltar,GIB,2021-03-26,768
Gibraltar,GIB,2021-03-27,759
Gibraltar,GIB,2021-03-28,798
Greece,GRC,2020-12-29,630
Greece,GRC,2020-12-30,638
Greece,GRC,2020-12-31,631
Greece,GRC,2021-01-01,539
Greece,GRC,2021-01-02,540
Greece,GRC,2021-01-03,570
Greece,GRC,2021-01-04,1411
Greece,GRC,2021-01-05,2222
